Name,Team,Level,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,BB,HBP,WP,BK,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,WHIP,BABIP,FIP,xFIP,GB%,FB%,SwStr%,PlayerId
Jacob Kisting,MIN,"A,A+",22,5,5,3.79,30,5,0,0,2,4,,73.2,300,57,33,23,2,8,2,77,9.41,2.81,3.35,0.37,25.7,7.7,18.0,1.09,0.277,2.93,3.44,41.2,39.2,11.3,sa3035468
Jacob Kmatz,TBR,A,22,4,9,5.56,23,19,0,0,0,0,,110,473,132,70,35,0,8,0,80,6.55,2.86,2.29,0.98,16.9,7.4,9.5,1.52,0.347,4.49,4.02,37.6,36.7,11.6,sa3035522
Xavier Kolhosser,MIN,"A,CPX",21,2,2,4.21,14,4,0,0,0,1,,25.2,111,20,15,14,2,3,1,32,11.22,4.91,2.29,0.70,28.8,12.6,16.2,1.32,0.295,3.95,3.83,44.3,42.6,14.6,sa3035617
L.P. Langevin,KCR,"A+,CPX",21,3,4,5.91,18,2,0,0,0,1,,21.1,104,15,16,22,5,8,0,31,13.08,9.28,1.41,0.00,29.8,21.2,8.7,1.73,0.326,4.62,5.29,34.9,34.9,13.7,sa3035936
Christian Little,SEA,"A,A+",21,1,5,3.95,17,17,0,0,0,0,,70.2,293,55,34,32,5,8,3,73,9.30,4.08,2.28,0.51,24.9,10.9,14.0,1.23,0.285,4.17,4.32,44.8,36.5,12.1,sa3036393
Ryan Magdic,OAK,"A,A+",25,5,6,3.36,25,16,0,0,0,2,,96.1,403,93,41,23,6,4,3,99,9.25,2.15,4.30,0.65,24.6,5.7,18.9,1.20,0.321,3.65,3.52,47.2,32.3,12.6,sa3036846
Sean Matson,CLE,"A,A+",23,3,3,2.08,28,7,0,0,3,2,,86.2,348,63,22,27,5,6,2,96,9.97,2.80,3.56,0.42,27.6,7.8,19.8,1.04,0.273,3.01,3.21,39.4,36.7,15.6,sa3037314
Aiden May,MIA,"A,CPX",22,1,1,2.63,10,9,0,0,0,0,,27.1,114,14,12,16,2,1,0,30,9.88,5.27,1.88,0.99,26.3,14.0,12.3,1.10,0.175,4.76,3.87,47.2,28.3,10.5,sa3037366
Niko Mazza,SFG,A,23,4,3,2.22,21,21,0,0,0,0,,93.1,392,68,34,52,6,9,0,90,8.68,5.01,1.73,0.29,23.0,13.3,9.7,1.29,0.270,4.36,4.57,47.5,28.8,11.4,sa3037404
Logan McGuire,CLE,A,22,8,4,4.43,37,0,0,0,7,2,,67,280,64,39,11,2,6,0,75,10.07,1.48,6.82,0.40,26.8,3.9,22.9,1.12,0.323,2.50,2.78,36.0,38.7,13.6,sa3037620
Matt McShane,BOS,"A,A+",22,5,0,2.55,21,0,0,0,2,0,,42.1,177,34,15,11,1,3,0,56,11.91,2.34,5.09,0.21,31.6,6.2,25.4,1.06,0.306,1.96,2.33,46.1,27.5,17.2,sa3037749
Ryan Minckler,WSN,A,22,4,6,4.74,39,0,0,0,0,5,,49.1,230,32,31,52,5,10,0,56,10.22,9.49,1.08,0.36,24.3,22.6,1.7,1.70,0.261,5.29,5.43,43.0,36.0,13.5,sa3038123
Dominic Niman,TBR,A,24,4,2,1.60,14,1,0,0,1,0,,39.1,158,30,12,12,0,0,0,39,8.92,2.75,3.25,0.69,24.7,7.6,17.1,1.07,0.260,3.49,3.05,50.5,25.7,11.7,sa3038884
Tucker Novotny,OAK,A,22,4,5,3.82,30,9,0,0,1,1,,77.2,334,58,42,37,5,8,0,97,11.24,4.29,2.62,0.58,29.0,11.1,18.0,1.22,0.279,3.96,3.91,46.0,37.4,13.7,sa3038957
Bryant Olson,WSN,"A,CPX",22,2,0,3.94,27,0,0,0,0,0,,29.2,141,15,13,35,4,3,0,47,14.26,10.62,1.34,0.61,33.3,24.8,8.5,1.69,0.245,5.22,4.64,64.2,20.8,13.5,sa3039129
Liam Paddack,CHW,A,21,1,4,4.50,33,0,0,0,2,1,,44,202,26,24,37,9,7,3,55,11.25,7.57,1.49,0.00,27.2,18.3,8.9,1.43,0.257,4.21,4.79,51.6,33.7,16.3,sa3039330
Dalton Pence,TEX,"A,A+",22,4,4,2.73,31,18,0,0,0,1,,82.1,327,57,29,27,1,2,1,103,11.26,2.95,3.81,0.55,31.5,8.3,23.2,1.02,0.272,2.78,2.92,32.5,41.4,15.1,sa3039663
Cole Peschl,MIN,"A,A+",22,5,2,2.49,15,11,0,0,1,0,,68.2,293,65,24,19,4,3,2,67,8.78,2.49,3.53,0.39,22.9,6.5,16.4,1.22,0.310,3.08,3.32,49.7,27.6,12.8,sa3039760
Trey Pooser,TBR,"A,CPX",23,2,4,4.08,12,5,0,0,0,0,,39.2,174,44,23,8,2,2,0,33,7.49,1.82,4.13,0.68,19.0,4.6,14.4,1.31,0.320,3.65,3.41,44.6,30.6,10.6,sa3040077
Vince Reilly,CHC,A+,24,0,6,4.91,29,0,0,0,3,2,,29.1,136,35,20,13,0,1,0,25,7.67,3.99,1.92,0.31,18.4,9.6,8.8,1.64,0.351,3.48,4.30,37.9,40.0,11.0,sa3040586
Brayden Risedorph,CHC,"A,A+",21,1,0,0.35,18,0,0,0,4,0,,25.2,100,10,4,13,1,1,0,31,10.87,4.56,2.38,0.00,31.0,13.0,18.0,0.90,0.182,2.72,3.34,43.6,32.7,12.3,sa3040792
Erik Ritchie,PHI,"A,A+,CPX",22,4,1,6.18,28,0,0,0,1,2,,39.1,186,38,30,31,1,7,1,43,9.84,7.09,1.39,0.92,23.1,16.7,6.5,1.75,0.318,5.10,4.47,52.8,24.1,10.3,sa3040800
Xavier Rivas,NYY,"A,A+,CPX",22,6,4,3.38,19,18,0,0,0,0,,85.1,361,50,35,50,6,17,1,113,11.92,5.27,2.26,0.63,31.3,13.9,17.5,1.17,0.237,3.73,3.60,44.3,36.9,14.9,sa3040812
Michael Ross,MIN,A,22,4,6,3.18,20,16,0,0,0,0,,82,346,72,34,29,4,2,2,76,8.34,3.18,2.62,0.88,22.0,8.4,13.6,1.23,0.279,4.17,4.06,37.1,39.3,11.1,sa3041178
Carter Rustad,BAL,"A,A+,AA",24,1,3,3.23,33,1,0,0,3,0,,53,228,40,28,23,3,5,1,56,9.51,3.91,2.43,0.34,24.6,10.1,14.5,1.19,0.264,3.25,3.70,42.4,33.8,13.6,sa3041350
R.J. Sales,WSN,A,21,6,6,2.85,22,21,0,0,0,0,,94.2,385,86,34,28,2,5,2,100,9.51,2.66,3.57,0.38,26.0,7.3,18.7,1.20,0.327,2.94,3.19,42.9,30.6,12.2,sa3041437
Jonathan Santucci,NYM,"A+,AA",22,9,4,3.06,25,23,0,0,0,0,,117.2,481,95,51,41,3,8,1,138,10.56,3.14,3.37,0.69,28.7,8.5,20.2,1.16,0.297,3.12,2.98,47.2,31.0,16.4,sa3041559
Ryan Schiefer,TBR,"A,CPX",21,3,3,5.79,19,1,0,0,0,0,,23.1,120,25,19,21,8,6,0,26,10.03,8.10,1.24,0.39,21.7,17.5,4.2,1.97,0.375,5.63,5.87,43.5,37.1,9.8,sa3041702
Brett Sears,ATL,"A,A+,AA,AAA",25,10,11,3.65,25,21,0,0,0,0,,120.2,498,92,56,31,11,0,0,128,9.55,2.31,4.13,1.19,25.7,6.2,19.5,1.02,0.244,3.95,3.53,38.1,44.1,11.5,sa3041892
Blake Shepardson,CHW,A,21,0,1,6.84,27,0,0,0,0,1,,26.1,140,18,24,39,8,11,1,36,12.30,13.33,0.92,0.00,25.7,27.9,-2.1,2.16,0.316,6.19,6.62,64.3,25.0,10.4,sa3042141
Jake Shirk,PIT,"A,A+",23,6,3,4.08,41,0,0,0,6,3,,57.1,236,58,31,15,4,7,0,51,8.01,2.35,3.40,0.16,21.6,6.4,15.3,1.27,0.345,2.93,3.26,53.9,18.2,9.2,sa3042195
Luke Sinnard,ATL,"A,A+",22,2,6,2.86,16,16,0,0,0,0,,72.1,304,58,29,27,2,7,4,86,10.70,3.36,3.19,0.37,28.3,8.9,19.4,1.18,0.296,2.83,3.32,41.8,41.2,15.8,sa3042362
Ryan Slater,SFG,A,23,6,2,2.54,33,0,0,0,2,2,,71,287,55,22,22,4,6,0,70,8.87,2.79,3.18,0.25,24.4,7.7,16.7,1.08,0.280,3.50,4.05,38.9,39.5,11.5,sa3042417
Parker Smith,HOU,"A,CPX",22,5,3,3.16,18,14,0,0,0,1,,68.1,291,63,34,30,5,3,2,63,8.30,3.95,2.10,0.00,21.6,10.3,11.3,1.36,0.326,3.26,3.80,51.6,24.7,12.8,sa3042618
Ryan Smith,HOU,A,22,3,5,3.13,34,0,0,0,4,3,,54.2,256,52,28,41,7,10,0,56,9.22,6.75,1.37,0.82,21.9,16.0,5.9,1.70,0.320,5.35,4.93,36.7,36.1,11.5,sa3042632
Tanner Smith,SDP,"A,A+,CPX",22,1,5,3.38,25,2,0,0,1,1,,37.1,169,36,25,18,1,8,1,52,12.54,4.34,2.89,0.00,30.8,10.7,20.1,1.45,0.367,2.73,3.14,67.0,18.7,13.6,sa3042645
Travis Smith,MIL,"A,A+",22,5,6,3.43,25,25,0,0,0,0,,102.1,420,95,46,29,6,6,1,73,6.42,2.55,2.52,0.09,17.4,6.9,10.5,1.21,0.302,3.26,3.75,57.0,25.3,8.7,sa3042647
Shea Sprague,BOS,"A,A+",22,4,6,3.82,22,9,0,0,0,2,,96.2,400,86,45,35,9,10,4,91,8.47,3.26,2.60,0.28,22.8,8.8,14.0,1.25,0.317,3.36,3.59,49.8,24.7,12.8,sa3042868
Khal Stephen,CLE,"A,A+,AA",22,9,2,2.53,22,21,0,0,1,0,,103,406,82,32,20,2,2,1,110,9.61,1.75,5.50,0.44,27.1,4.9,22.2,0.99,0.286,2.60,3.50,35.9,47.0,14.0,sa3043049
Sam Stuhr,OAK,A,22,5,8,6.59,25,16,0,0,0,0,,95.2,440,111,75,47,10,10,0,92,8.66,4.42,1.96,0.94,20.9,10.7,10.2,1.65,0.359,5.23,4.74,48.6,33.8,10.4,sa3043272
Tyler Switalski,SFG,"A,A+",22,8,2,4.00,24,4,0,0,0,0,,96.2,407,75,51,40,5,6,1,82,7.63,3.72,2.05,0.28,20.1,9.8,10.3,1.19,0.260,3.97,4.55,44.2,34.3,9.0,sa3043424
Yoel Tejeda Jr.,WSN,"A,A+",21,4,5,4.03,18,18,1,0,0,0,,87,363,80,42,27,4,4,2,79,8.17,2.79,2.93,0.62,21.8,7.4,14.3,1.23,0.300,3.70,3.65,41.2,35.9,12.6,sa3043611
Luke Thelen,COL,A,22,0,0,12.84,20,0,0,0,0,0,,20.1,120,28,32,26,4,5,0,16,7.08,11.51,0.62,0.44,13.3,21.7,-8.3,2.66,0.370,7.49,8.39,31.9,50.0,6.5,sa3043660
Brandt Thompson,STL,"A,A+,AA",22,3,7,3.65,22,20,0,0,0,0,,103.2,415,87,48,24,2,2,8,92,7.99,2.08,3.83,1.39,22.2,5.8,16.4,1.07,0.253,4.50,3.57,37.3,36.3,10.3,sa3043741
Cade Vernon,SFG,A,23,4,1,1.60,36,0,0,0,7,4,,56.1,220,35,14,15,5,1,2,43,6.87,2.40,2.87,0.48,19.5,6.8,12.7,0.89,0.208,4.23,4.10,60.4,23.4,10.5,sa3044462
Mike Villani,CIN,"A,CPX",22,2,1,6.99,21,0,0,0,2,1,,28.1,133,28,25,20,2,8,0,37,11.75,6.35,1.85,0.95,27.8,15.0,12.8,1.69,0.352,4.74,4.14,42.4,31.8,11.6,sa3044503
Joe Vogatsky,BOS,"A,A+",23,1,5,4.52,37,0,0,0,2,1,,69.2,310,68,39,35,5,2,1,79,10.21,4.52,2.26,1.03,25.5,11.3,14.2,1.48,0.328,4.49,3.91,37.8,39.9,12.4,sa3044544
Cam Walty,CLE,A,23,1,2,4.28,16,11,0,0,0,0,,48.1,209,55,25,11,0,1,0,38,7.08,2.05,3.45,0.37,18.2,5.3,12.9,1.37,0.335,3.22,3.59,39.1,35.3,8.4,sa3044767
Kevin Warunek,PHI,"A,A+",22,2,0,3.46,26,0,0,0,2,2,,41.2,177,35,18,17,1,4,1,53,11.45,3.67,3.12,0.86,29.9,9.6,20.3,1.25,0.304,3.52,3.44,33.0,44.7,13.9,sa3044815
Jackson Wentworth,TOR,A+,22,5,5,4.35,26,26,0,0,0,0,,124,534,120,62,47,3,3,1,116,8.42,3.41,2.47,0.94,21.7,8.8,12.9,1.35,0.301,4.15,4.43,42.8,40.1,14.1,sa3045002
John West,ARI,A+,23,5,8,5.89,20,19,0,0,0,0,,99.1,432,93,73,41,10,2,2,96,8.70,3.71,2.34,1.18,22.2,9.5,12.7,1.35,0.294,4.76,4.16,51.3,28.2,11.5,sa3045033
Conner Whittaker,CLE,"A,A+",22,8,2,2.66,35,1,0,0,5,1,,84.2,336,73,27,19,5,1,0,55,5.85,2.02,2.89,0.32,16.4,5.7,10.7,1.09,0.276,3.55,3.79,47.0,28.1,10.2,sa3045152
Holden Wilkerson,TOR,"A,CPX",22,3,5,6.35,14,8,0,0,0,0,,51,237,67,42,18,2,6,1,48,8.47,3.18,2.67,1.06,20.3,7.6,12.7,1.67,0.374,4.38,3.84,38.2,37.5,13.6,sa3045217
Nick Wissman,SDP,A+,24,1,1,4.64,37,0,0,0,2,1,,52.1,236,62,27,18,3,0,0,39,6.71,3.10,2.17,0.52,16.5,7.6,8.9,1.53,0.341,3.87,3.87,53.8,23.4,7.4,sa3045483
Christian Worley,STL,"A,A+",23,1,1,4.34,33,0,0,0,1,1,,47.2,230,44,24,37,12,6,0,46,8.69,6.99,1.24,0.19,20.0,16.1,3.9,1.70,0.321,4.95,5.55,51.9,31.0,12.5,sa3045583
Jack Young,CHW,"A,A+",23,3,2,2.72,36,1,0,0,3,0,,53,231,34,18,28,7,2,0,53,9.00,4.75,1.89,0.34,22.9,12.1,10.8,1.17,0.227,3.95,4.36,52.5,34.8,10.6,sa3045743
Gage Ziehl,NYY,"A,A+,AA",22,7,6,4.12,22,21,0,0,0,0,,107,455,116,61,19,7,10,1,90,7.57,1.60,4.74,0.59,19.8,4.2,15.6,1.26,0.328,3.39,3.45,48.2,27.6,10.7,sa3045855
Cole Zaffiro,NYY,A,23,0,1,4.42,23,0,0,0,0,1,,38.2,175,33,22,28,3,4,0,36,8.38,6.52,1.29,1.86,20.6,16.0,4.6,1.58,0.250,6.78,5.29,34.3,41.9,10.9,sa3066024
Koyo Aoyagi,PHI,"AA,AAA",31,1,3,7.22,23,6,0,0,0,1,,33.2,172,31,30,38,7,2,0,28,7.49,10.16,0.74,1.60,16.3,22.1,-5.8,2.05,0.269,8.07,7.20,44.8,34.4,6.6,sa3066034
Christian Herberholz,BAL,"A,A+,AA",24,6,5,3.21,31,0,0,0,1,4,,47.2,199,40,23,16,1,2,1,47,8.87,3.02,2.94,0.57,23.6,8.0,15.6,1.17,0.280,3.33,3.42,46.5,31.8,10.5,sa3066289
Trevor Kuncl,CIN,AA,26,4,0,2.34,47,0,0,0,20,3,,50,199,37,13,17,1,3,1,51,9.18,3.06,3.00,0.54,25.6,8.5,17.1,1.08,0.268,3.01,2.87,48.4,23.4,11.7,sa3066360
Raudy Reyes,ATL,DSL,16,0,2,3.67,9,9,0,0,0,0,,27,125,20,12,29,2,10,1,35,11.67,9.67,1.21,0.00,28.0,23.2,4.8,1.81,0.339,4.89,5.34,44.1,30.5,16.0,sa3066459
Zander Sechrist,MIN,A,23,4,5,3.00,36,0,0,0,2,3,,69,291,62,28,20,4,4,1,58,7.57,2.61,2.90,0.26,19.9,6.9,13.1,1.19,0.290,3.29,4.12,37.4,38.9,9.1,sa3066527
Xavier Martinez,CLE,"A,A+",22,5,2,2.79,32,0,0,0,3,3,,51.2,219,45,19,25,2,0,0,65,11.32,4.35,2.60,0.17,29.7,11.4,18.3,1.35,0.349,2.83,3.23,48.8,32.0,14.8,sa3066661
Levi Sterling,PIT,"A,CPX",18,3,2,6.09,12,9,0,0,0,0,,34,162,37,23,23,4,4,1,34,9.00,6.09,1.48,0.53,21.0,14.2,6.8,1.76,0.354,4.71,4.88,39.6,38.6,13.0,sa3066664
Ivran Romero,MIN,"A,A+",23,5,1,3.46,36,0,0,0,4,4,,54.2,240,46,32,23,6,6,4,59,9.71,3.79,2.57,0.49,24.6,9.6,15.0,1.26,0.289,3.67,3.75,51.4,28.8,11.2,sa3066699
Ben Vespi,BAL,"A,A+,AA",24,6,3,2.84,31,2,0,0,1,1,,63.1,272,66,22,21,2,4,0,80,11.37,2.98,3.81,0.43,29.4,7.7,21.7,1.37,0.380,2.71,2.71,48.5,26.3,14.0,sa3066731
Vicarte Domingo,SDP,A,22,1,2,3.86,37,0,0,0,4,2,,63,269,44,29,34,3,3,3,86,12.29,4.86,2.53,0.29,32.0,12.6,19.3,1.24,0.292,3.45,3.92,36.4,44.8,15.3,sa3066779
Tyler LaPorte,ATL,"A+,AA",28,4,3,2.96,38,0,0,0,2,2,,51.2,215,43,20,23,2,0,2,48,8.36,4.01,2.09,0.70,22.3,10.7,11.6,1.28,0.283,3.88,3.61,52.9,25.0,10.4,sa3067023
Calvin Schapira,SEA,"A,A+",25,3,2,2.10,27,0,0,0,3,2,,30,131,24,13,16,1,4,0,32,9.60,4.80,2.00,0.00,24.4,12.2,12.2,1.33,0.293,3.37,4.36,52.5,32.5,10.0,sa3067024
Brayden Spears,CHC,A,24,2,7,3.13,36,0,0,0,5,5,,60.1,259,63,31,23,4,6,3,55,8.20,3.43,2.39,0.45,21.2,8.9,12.4,1.43,0.345,3.74,3.52,57.6,18.8,12.6,sa3067025
Noah Beal,TBR,"A,A+",23,1,6,3.96,32,0,0,0,1,3,,52.1,217,44,33,11,4,4,0,55,9.46,1.89,5.00,1.20,25.3,5.1,20.3,1.05,0.264,3.98,3.19,41.7,37.4,18.2,sa3067027
Cody Morse,LAD,A,22,0,2,4.33,40,1,0,0,2,0,,52,241,49,36,27,8,7,0,57,9.87,4.67,2.11,0.52,23.7,11.2,12.4,1.46,0.315,4.58,4.63,44.4,33.8,10.7,sa3067028
Jackson Dannelley,ATL,A,23,4,3,5.51,30,0,0,0,2,1,,50.2,226,48,36,26,4,4,1,48,8.53,4.62,1.85,0.89,21.2,11.5,9.7,1.46,0.301,4.74,4.20,52.4,32.9,14.0,sa3067029
Braylon Doughty,CLE,A,19,0,7,3.48,22,22,0,0,0,0,,85.1,362,84,39,23,5,3,1,99,10.44,2.43,4.30,0.42,27.3,6.4,21.0,1.25,0.346,2.84,2.86,49.4,28.6,12.7,sa3067030
Cole Reynolds,CHC,"A,A+,AAA",23,4,5,4.83,28,2,0,0,1,0,,59.2,281,56,39,39,11,9,2,63,9.50,5.88,1.62,0.60,22.4,13.9,8.5,1.59,0.317,4.81,4.68,51.9,29.6,10.2,sa3067031
Ryan Dromboski,PHI,"A,A+",22,9,6,2.69,22,13,0,0,0,1,,80.1,323,67,25,24,5,5,2,76,8.51,2.69,3.17,0.45,23.5,7.4,16.1,1.13,0.294,3.34,3.66,40.3,33.8,13.7,sa3067032
Drake George,SFG,A,23,2,1,3.20,13,12,0,0,0,0,,56.1,232,48,24,15,1,1,1,62,9.91,2.40,4.13,0.16,26.7,6.5,20.3,1.12,0.307,2.88,3.44,49.3,34.0,11.4,sa3067033
Victor Diaz,CIN,A,22,3,2,7.78,27,0,0,0,2,2,,39.1,190,41,36,33,3,4,0,46,10.53,7.55,1.39,0.00,24.2,17.4,6.8,1.88,0.380,3.95,5.05,35.5,38.3,11.7,sa3067034
Trent Buchanan,ATL,"A,A+",23,4,1,2.53,28,0,0,0,5,4,,42.2,178,39,13,15,5,7,0,48,10.12,3.16,3.20,0.21,27.0,8.4,18.5,1.27,0.349,3.01,3.19,51.0,24.0,14.1,sa3067035
Kenny Serwa,DET,"A+,AA",27,9,7,3.58,27,22,0,0,0,0,,118,511,100,57,49,12,7,0,84,6.41,3.74,1.71,0.15,16.4,9.6,6.8,1.26,0.269,3.67,4.56,46.3,32.9,8.6,sa3067062
Miles Langhorne,MIL,"A,A+",22,3,0,5.17,27,0,0,0,4,0,,38.1,175,32,28,25,7,3,0,43,10.10,5.87,1.72,0.94,24.6,14.3,10.3,1.49,0.292,5.13,4.50,51.5,33.0,10.9,sa3067063
Ben Peterson,SFG,"A,A+",23,4,2,4.26,40,0,0,0,10,5,,50.2,230,48,29,18,11,13,0,52,9.24,3.20,2.89,0.89,22.6,7.8,14.8,1.30,0.299,4.65,4.36,48.6,29.5,9.6,sa3067064
Logan Tabeling,LAD,"A,A+",23,8,4,4.06,27,15,0,0,0,1,,88.2,400,75,48,58,9,5,3,113,11.47,5.89,1.95,0.10,28.3,14.5,13.8,1.50,0.338,3.72,4.10,50.2,24.2,12.0,sa3067065
Rolando De La Cruz,LAA,"A,CPX",24,0,1,8.39,23,0,0,0,0,1,,24.2,131,29,24,24,7,5,0,26,9.49,8.76,1.08,0.73,19.8,18.3,1.5,2.15,0.375,6.75,6.40,59.5,27.0,10.6,sa3067066
Chris Veach,NYY,A,23,2,4,2.53,43,0,0,0,7,2,,57,246,46,26,29,2,6,1,75,11.84,4.58,2.59,0.79,30.5,11.8,18.7,1.32,0.304,3.69,3.53,38.3,39.8,14.0,sa3067067
Aric McAtee,CHW,"A,A+",25,2,2,5.18,17,0,0,0,1,3,,24.1,103,20,15,11,2,1,1,28,10.36,4.07,2.55,0.37,27.2,10.7,16.5,1.27,0.311,3.36,3.51,54.1,31.1,13.2,sa3067068
Bryce Meccage,MIL,A,19,1,4,4.35,19,19,0,0,0,0,,70.1,292,61,36,26,5,3,2,69,8.83,3.33,2.65,0.51,23.6,8.9,14.7,1.24,0.303,3.67,3.82,33.5,40.8,11.6,sa3067069
Dasan Hill,MIN,"A,A+",19,0,4,3.19,19,19,0,0,0,0,,62,267,44,26,40,3,6,1,83,12.05,5.81,2.08,0.29,31.1,15.0,16.1,1.35,0.302,3.35,3.82,40.3,39.6,12.8,sa3067070
Garrett Hodges,MIL,A,22,3,2,3.67,32,0,0,0,7,1,,41.2,185,27,20,35,5,2,0,54,11.66,7.56,1.54,0.22,29.2,18.9,10.3,1.49,0.289,4.17,4.36,45.6,28.9,11.9,sa3067071
Wei-En Lin,OAK,"A,A+,AA",19,4,5,3.72,26,13,0,0,0,0,,87,350,70,41,22,2,9,1,117,12.10,2.28,5.32,0.93,33.4,6.3,27.1,1.06,0.305,3.24,2.90,32.7,46.0,16.1,sa3067072
Aidan Layton,OAK,A,23,1,2,8.24,28,2,0,0,0,2,,59,280,81,59,17,5,6,0,50,7.63,2.59,2.94,1.68,17.9,6.1,11.8,1.66,0.355,5.85,4.28,52.7,28.9,8.4,sa3067073
Tanner Gillis,MIL,"A,A+",24,3,4,2.65,21,14,0,0,1,1,,91.2,369,84,35,22,0,4,0,69,6.77,2.16,3.14,0.20,18.7,6.0,12.7,1.16,0.297,2.95,3.49,45.5,29.5,12.6,sa3067074
Jack Sokol,NYY,A,23,5,3,3.60,32,0,0,0,1,0,,45,203,46,27,22,1,2,0,40,8.00,4.40,1.82,0.60,19.7,10.8,8.9,1.51,0.314,4.17,3.96,54.1,21.1,10.3,sa3067081
Tony Rossi,NYY,"A,A+",25,0,2,2.18,40,0,0,0,10,1,,45.1,190,18,11,26,11,11,1,64,12.71,5.16,2.46,0.00,33.7,13.7,20.0,0.97,0.202,3.04,3.88,47.1,40.2,15.4,sa3067082
Jonathan Clark,CHW,"A,A+",25,3,1,1.93,41,0,0,0,5,2,,56,239,34,18,30,8,10,0,73,11.73,4.82,2.43,0.48,30.5,12.6,18.0,1.14,0.248,3.65,3.80,35.8,45.5,16.7,sa3067083
Jacob Zibin,CLE,A,20,0,5,3.62,19,19,0,0,0,0,,59.2,263,53,33,31,5,5,2,44,6.64,4.68,1.42,0.60,16.7,11.8,4.9,1.41,0.274,4.78,4.61,47.5,29.4,10.1,sa3067084
Hunter Hoopes,MIN,"A,A+,AA",25,6,5,3.27,42,0,0,0,2,3,,52.1,211,25,22,23,8,5,0,64,11.01,3.96,2.78,0.69,30.3,10.9,19.4,0.92,0.188,3.80,3.88,31.9,46.0,13.2,sa3067085
Shay Timmer,DET,"A,CPX",22,3,2,6.56,29,0,0,0,4,2,,35.2,176,39,37,27,3,4,0,36,9.08,6.81,1.33,1.26,20.5,15.3,5.1,1.85,0.324,5.89,4.84,52.4,29.1,12.9,sa3067086
Matt Tiberia,SEA,A,23,3,0,2.27,10,10,0,0,0,0,,43.2,178,29,11,18,3,1,1,40,8.24,3.71,2.22,0.00,22.5,10.1,12.4,1.08,0.248,3.61,4.29,54.8,29.6,10.0,sa3067087
Jack Eshleman,TOR,"A,CPX",21,5,3,3.37,32,0,0,0,4,3,,48,202,33,22,25,3,4,0,49,9.19,4.69,1.96,0.37,24.3,12.4,11.9,1.21,0.252,3.80,4.32,36.1,42.0,10.4,sa3067088
Mailon Felix,TEX,A+,25,3,3,4.13,37,0,0,0,2,2,,48,221,43,29,35,11,7,1,42,7.88,6.56,1.20,0.38,19.0,15.8,3.2,1.63,0.313,5.06,5.53,40.5,34.4,11.2,sa3067089
J'Briell Easley,TEX,A,23,3,2,3.55,11,8,0,0,0,0,,38,158,33,16,10,1,2,0,37,8.76,2.37,3.70,0.95,23.4,6.3,17.1,1.13,0.274,3.86,3.40,37.0,39.8,14.2,sa3067101
Charlie Hurley,CHC,A,23,4,5,5.52,30,0,0,0,0,5,,60.1,290,62,43,45,9,15,2,49,7.31,6.71,1.09,0.00,16.9,15.5,1.4,1.77,0.332,4.63,5.02,63.4,15.8,9.6,sa3067102
Zack Tukis,PHI,A,22,5,3,7.82,28,6,0,0,0,1,,50.2,258,52,48,52,5,11,0,53,9.41,9.24,1.02,0.53,20.5,20.2,0.4,2.05,0.338,5.60,5.64,51.4,26.7,10.9,sa3067103
Kash Mayfield,SDP,A,20,1,5,2.97,19,19,0,0,0,0,,60.2,258,46,26,28,3,3,1,88,13.05,4.15,3.14,0.30,34.1,10.9,23.3,1.22,0.321,3.06,3.39,43.6,39.8,13.6,sa3067104
Hunter Dryden,SFG,A,23,5,3,2.90,21,21,0,0,0,0,,93,396,74,35,41,9,6,1,103,9.97,3.97,2.51,0.29,26.0,10.4,15.7,1.24,0.296,3.82,4.29,39.9,39.9,12.6,sa3067105
Johnny King,TOR,"A,CPX",18,1,3,2.48,18,15,0,0,0,0,,61.2,266,44,22,37,8,6,0,105,15.32,5.40,2.84,0.58,39.5,13.9,25.6,1.31,0.357,3.18,2.88,44.0,31.2,16.7,sa3067123
Myles Caba,LAD,"A,A+",23,5,3,3.17,40,0,0,0,4,2,,54,224,38,32,24,3,11,0,69,11.50,4.00,2.88,0.17,30.8,10.7,20.1,1.15,0.291,2.95,3.48,42.3,36.6,12.5,sa3067130
Ryan Sloan,SEA,"A,A+",19,2,4,3.73,21,21,0,0,0,0,,82,333,80,40,15,3,8,1,90,9.88,1.65,6.00,0.55,27.0,4.5,22.5,1.16,0.341,3.18,3.21,50.0,31.8,13.9,sa3067131
Charlie McDaniel,SFG,"A,A+",23,8,6,3.68,23,12,0,0,1,1,,100.1,413,95,52,25,2,3,2,95,8.52,2.24,3.80,0.72,23.0,6.1,16.9,1.20,0.307,3.76,3.67,42.2,30.5,11.0,sa3067132
Michael Carpenter,MIN,A,20,1,6,4.70,18,17,0,0,0,0,,53.2,244,61,34,23,0,8,1,58,9.73,3.86,2.52,0.67,23.8,9.4,14.3,1.57,0.358,3.64,3.54,46.5,28.0,12.0,sa3067133
Lucas Elissalt,DET,"A,A+",20,5,1,2.51,22,16,0,0,0,1,,89.2,372,63,32,35,6,7,0,100,10.04,3.51,2.86,0.40,26.9,9.4,17.5,1.09,0.260,3.23,3.61,40.3,37.6,10.9,sa3067134
